category,trait,sub_area,question_text,reverse_scored,weight,test_type,age_group
stress_resilience,stress_response,emotional_regulation,I replay stressful situations repeatedly in my mind,true,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I find ways to manage pressure effectively,false,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I struggle to focus when I feel anxious,true,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I stay positive when facing uncertainty,false,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I worry excessively about possible failures,true,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I believe challenges help me grow,false,1,deep,18-60
stress_resilience,stress_response,emotional_regulation,I feel emotionally drained after minor problems,true,1,deep,18-60
career_intelligence,motivation,career_values,I want my career to align with my personal values,false,1,deep,15-60
career_intelligence,motivation,career_values,Financial success is my primary motivation in choosing a career,false,1,deep,15-60
career_intelligence,motivation,career_values,I prefer work that allows creativity and innovation,false,1,deep,15-60
career_intelligence,motivation,career_values,I choose stability over pursuing passion,true,1,deep,15-60
career_intelligence,motivation,career_values,I feel motivated when solving meaningful problems,false,1,deep,15-60
career_intelligence,motivation,career_values,I feel confused about what kind of work suits me,true,1,deep,15-60
career_intelligence,motivation,career_values,I enjoy exploring different career possibilities,false,1,deep,15-60
career_intelligence,motivation,career_values,I prefer predictable tasks over discovering new opportunities,true,1,deep,15-60
career_intelligence,motivation,career_values,I want a career that continuously challenges me,false,1,deep,15-60
career_intelligence,motivation,career_values,I feel unsure about my future career direction,true,1,deep,15-60
technology_mindset,adaptability,digital_behavior,I enjoy learning new technologies and tools,false,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I find it difficult to adapt to new software or digital systems,true,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I believe technology will shape future careers,false,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I avoid learning new digital tools unless necessary,true,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I enjoy experimenting with AI tools,false,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I feel overwhelmed by technological change,true,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I believe digital skills are essential for future success,false,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I struggle to keep up with technological trends,true,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I enjoy solving problems using digital tools,false,1,rapid,15-60
technology_mindset,adaptability,digital_behavior,I prefer traditional methods instead of technology,true,1,rapid,15-60
social_behavior,empathy,relationship_dynamics,I try to understand others' perspectives before judging,false,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I find it hard to relate to other people's emotions,true,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I listen carefully when someone shares their concerns,false,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I interrupt people before they finish speaking,true,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I try to help others solve their problems,false,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I prefer avoiding emotional conversations,true,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I notice emotional changes in people around me,false,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I feel uncomfortable discussing feelings,true,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I believe strong relationships require understanding,false,1,deep,18-60
social_behavior,empathy,relationship_dynamics,I often ignore emotional signals from others,true,1,deep,18-60
leadership_potential,influence,decision_leadership,I take initiative when a group faces a challenge,false,1,deep,18-60
leadership_potential,influence,decision_leadership,I avoid taking responsibility in group situations,true,1,deep,18-60
leadership_potential,influence,decision_leadership,I enjoy motivating people toward common goals,false,1,deep,18-60
leadership_potential,influence,decision_leadership,I hesitate to guide others during decision making,true,1,deep,18-60
leadership_potential,influence,decision_leadership,I feel confident organizing group tasks,false,1,deep,18-60
leadership_potential,influence,decision_leadership,I prefer others to make decisions for the team,true,1,deep,18-60
leadership_potential,influence,decision_leadership,I enjoy inspiring people with new ideas,false,1,deep,18-60
leadership_potential,influence,decision_leadership,I feel uncomfortable speaking in front of a group,true,1,deep,18-60
leadership_potential,influence,decision_leadership,I naturally guide others during complex tasks,false,1,deep,18-60
leadership_potential,influence,decision_leadership,I avoid leadership roles,true,1,deep,18-60
creativity_innovation,idea_generation,creative_thinking,I enjoy generating multiple solutions to a problem,false,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I struggle to think beyond conventional solutions,true,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I often imagine new possibilities for existing ideas,false,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I rarely think of creative alternatives,true,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I enjoy experimenting with innovative approaches,false,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I feel uncomfortable trying unusual ideas,true,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I question traditional methods when solving problems,false,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I prefer sticking strictly to proven methods,true,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I enjoy brainstorming with others,false,1,deep,15-60
creativity_innovation,idea_generation,creative_thinking,I rarely suggest new ideas,true,1,deep,15-60
life_values,purpose,life_direction,I want my work to contribute positively to society,false,1,deep,18-60
life_values,purpose,life_direction,I feel unsure about what gives meaning to my life,true,1,deep,18-60
life_values,purpose,life_direction,I believe personal growth is important,false,1,deep,18-60
life_values,purpose,life_direction,I avoid thinking about my life purpose,true,1,deep,18-60
life_values,purpose,life_direction,I prefer a career aligned with my values,false,1,deep,18-60
life_values,purpose,life_direction,I prioritize convenience over purpose,true,1,deep,18-60
life_values,purpose,life_direction,I believe meaningful work leads to happiness,false,1,deep,18-60
life_values,purpose,life_direction,I rarely reflect on long-term goals,true,1,deep,18-60
life_values,purpose,life_direction,I want a balanced life with growth and stability,false,1,deep,18-60
life_values,purpose,life_direction,I feel lost about my future direction,true,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I try to understand why certain situations trigger strong emotions in me,false,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I rarely question my reactions to situations,true,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I notice patterns in how I respond to stress,false,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I often react before thinking about consequences,true,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I reflect on conversations to understand my communication style,false,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I avoid thinking about the reasons behind my emotions,true,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I try to identify the beliefs that influence my decisions,false,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I find it difficult to understand my own motivations,true,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I regularly think about how my habits affect my life,false,1,deep,18-60
psychology_self_awareness,reflection,behavior_awareness,I rarely analyze my behavior patterns,true,1,deep,18-60
personality_confidence,self_belief,achievement_mindset,I believe consistent effort leads to improvement,false,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I give up easily when a task becomes difficult,true,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I trust my ability to learn from mistakes,false,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I worry that I might embarrass myself when trying new things,true,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I feel comfortable taking on responsibilities,false,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I avoid leadership roles because I might fail,true,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I believe I can improve skills through practice,false,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I often feel incapable of achieving big goals,true,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I feel confident handling unexpected challenges,false,1,rapid,18-60
personality_confidence,self_belief,achievement_mindset,I doubt myself when facing unfamiliar situations,true,1,rapid,18-60
stress_resilience,stress_management,coping_behavior,I take deliberate steps to calm myself during stressful moments,false,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I feel helpless when facing stressful situations,true,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I look for practical solutions when problems arise,false,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I feel paralyzed when dealing with unexpected difficulties,true,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I believe challenges strengthen my abilities,false,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I lose motivation easily when things go wrong,true,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I stay focused on solutions instead of problems,false,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I feel overwhelmed by small setbacks,true,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I adapt my approach when something doesn't work,false,1,deep,18-60
stress_resilience,stress_management,coping_behavior,I feel discouraged when facing repeated obstacles,true,1,deep,18-60
career_intelligence,motivation,career_direction,I feel excited when imagining future career possibilities,false,1,deep,15-60
career_intelligence,motivation,career_direction,I feel confused about what kind of work excites me,true,1,deep,15-60
career_intelligence,motivation,career_direction,I want a career where I can continuously learn,false,1,deep,15-60
career_intelligence,motivation,career_direction,I prefer doing safe work rather than exploring opportunities,true,1,deep,15-60
career_intelligence,motivation,career_direction,I think about how my strengths can shape my career,false,1,deep,15-60
career_intelligence,motivation,career_direction,I feel lost when thinking about career choices,true,1,deep,15-60
career_intelligence,motivation,career_direction,I like exploring fields that match my interests,false,1,deep,15-60
career_intelligence,motivation,career_direction,I choose convenience over pursuing meaningful work,true,1,deep,15-60
career_intelligence,motivation,career_direction,I want work that challenges me intellectually,false,1,deep,15-60
career_intelligence,motivation,career_direction,I rarely think about how my personality fits different careers,true,1,deep,15-60
technology_mindset,adaptability,digital_learning,I feel curious about how new technologies work,false,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I feel intimidated by learning new digital systems,true,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I explore apps or tools that can improve productivity,false,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I avoid technology that seems complex,true,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I enjoy discovering innovative digital solutions,false,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I resist technological changes in daily life,true,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I like experimenting with automation tools,false,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I feel uncomfortable exploring new digital platforms,true,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I believe learning technology is important for future careers,false,1,rapid,15-60
technology_mindset,adaptability,digital_learning,I think technology complicates life unnecessarily,true,1,rapid,15-60
social_behavior,communication,interaction_style,I make an effort to understand other people's viewpoints,false,1,deep,18-60
social_behavior,communication,interaction_style,I lose patience when others express emotions,true,1,deep,18-60
social_behavior,communication,interaction_style,I listen carefully before responding in conversations,false,1,deep,18-60
social_behavior,communication,interaction_style,I interrupt others while they are speaking,true,1,deep,18-60
social_behavior,communication,interaction_style,I enjoy meaningful conversations about ideas,false,1,deep,18-60
social_behavior,communication,interaction_style,I avoid conversations that require emotional understanding,true,1,deep,18-60
social_behavior,communication,interaction_style,I respect differences in opinions,false,1,deep,18-60
social_behavior,communication,interaction_style,I dismiss viewpoints that differ from mine,true,1,deep,18-60
social_behavior,communication,interaction_style,I try to resolve misunderstandings constructively,false,1,deep,18-60
social_behavior,communication,interaction_style,I escalate conflicts instead of resolving them,true,1,deep,18-60
leadership_potential,initiative,group_dynamics,I take initiative when tasks need direction,false,1,deep,18-60
leadership_potential,initiative,group_dynamics,I wait for others to act before taking responsibility,true,1,deep,18-60
leadership_potential,initiative,group_dynamics,I enjoy coordinating efforts in group activities,false,1,deep,18-60
leadership_potential,initiative,group_dynamics,I avoid organizing group tasks,true,1,deep,18-60
leadership_potential,initiative,group_dynamics,I motivate people to work toward shared goals,false,1,deep,18-60
leadership_potential,initiative,group_dynamics,I feel uncomfortable guiding others,true,1,deep,18-60
leadership_potential,initiative,group_dynamics,I help groups stay focused during challenges,false,1,deep,18-60
leadership_potential,initiative,group_dynamics,I hesitate to speak when leadership is needed,true,1,deep,18-60
leadership_potential,initiative,group_dynamics,I encourage others to contribute ideas,false,1,deep,18-60
leadership_potential,initiative,group_dynamics,I prefer others to manage responsibilities,true,1,deep,18-60
creativity_innovation,innovation,problem_solving,I enjoy experimenting with unconventional solutions,false,1,deep,15-60
creativity_innovation,innovation,problem_solving,I prefer repeating familiar methods,true,1,deep,15-60
creativity_innovation,innovation,problem_solving,I find inspiration from different fields,false,1,deep,15-60
creativity_innovation,innovation,problem_solving,I rarely think of creative improvements,true,1,deep,15-60
creativity_innovation,innovation,problem_solving,I enjoy exploring imaginative possibilities,false,1,deep,15-60
creativity_innovation,innovation,problem_solving,I feel uncomfortable experimenting with new approaches,true,1,deep,15-60
creativity_innovation,innovation,problem_solving,I challenge assumptions to discover better ideas,false,1,deep,15-60
creativity_innovation,innovation,problem_solving,I stick strictly to established rules,true,1,deep,15-60
creativity_innovation,innovation,problem_solving,I enjoy thinking about future possibilities,false,1,deep,15-60
creativity_innovation,innovation,problem_solving,I struggle to imagine new solutions,true,1,deep,15-60
life_values,purpose,life_priorities,I believe meaningful work contributes to happiness,false,1,deep,18-60
life_values,purpose,life_priorities,I feel disconnected from long-term goals,true,1,deep,18-60
life_values,purpose,life_priorities,I value growth and learning throughout life,false,1,deep,18-60
life_values,purpose,life_priorities,I rarely consider how my actions shape my future,true,1,deep,18-60
life_values,purpose,life_priorities,I believe personal integrity is essential,false,1,deep,18-60
life_values,purpose,life_priorities,I compromise my values for convenience,true,1,deep,18-60
life_values,purpose,life_priorities,I want to build a life aligned with my beliefs,false,1,deep,18-60
life_values,purpose,life_priorities,I feel uncertain about my long-term purpose,true,1,deep,18-60
life_values,purpose,life_priorities,I try to live according to my principles,false,1,deep,18-60
life_values,purpose,life_priorities,I rarely reflect on the values guiding my life,true,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I try to understand what kind of person I am becoming,false,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I rarely think about my personal growth,true,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I notice how my beliefs influence my decisions,false,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I often feel disconnected from my own goals,true,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I reflect on how past experiences shaped my mindset,false,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I avoid thinking deeply about my personality,true,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I try to recognize my emotional triggers,false,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I find it hard to describe my personal values,true,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I observe how my attitudes evolve over time,false,1,deep,18-60
psychology_self_awareness,self_perception,identity_understanding,I rarely question my beliefs,true,1,deep,18-60
personality_confidence,assertiveness,communication,I feel comfortable expressing disagreement respectfully,false,1,rapid,18-60
personality_confidence,assertiveness,communication,I hesitate to express my true opinions,true,1,rapid,18-60
personality_confidence,assertiveness,communication,I stand up for my ideas when necessary,false,1,rapid,18-60
personality_confidence,assertiveness,communication,I avoid conversations where my opinion may be challenged,true,1,rapid,18-60
personality_confidence,assertiveness,communication,I express my thoughts clearly during discussions,false,1,rapid,18-60
personality_confidence,assertiveness,communication,I often stay silent even when I have valuable input,true,1,rapid,18-60
personality_confidence,assertiveness,communication,I defend my ideas with confidence,false,1,rapid,18-60
personality_confidence,assertiveness,communication,I worry others will judge my opinions,true,1,rapid,18-60
personality_confidence,assertiveness,communication,I feel comfortable sharing ideas with authority figures,false,1,rapid,18-60
personality_confidence,assertiveness,communication,I avoid speaking up in meetings,true,1,rapid,18-60
stress_resilience,mental_endurance,challenge_response,I remain determined when facing long-term challenges,false,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I lose motivation when progress is slow,true,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I stay committed even when results are uncertain,false,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I give up when difficulties persist,true,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I see setbacks as learning opportunities,false,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I feel defeated after small failures,true,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I believe persistence eventually leads to success,false,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I doubt my ability to overcome obstacles,true,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I continue working toward goals despite setbacks,false,1,deep,18-60
stress_resilience,mental_endurance,challenge_response,I feel discouraged easily,true,1,deep,18-60
career_intelligence,career_identity,professional_direction,I imagine different future career possibilities,false,1,deep,15-60
career_intelligence,career_identity,professional_direction,I rarely think about my long-term professional life,true,1,deep,15-60
career_intelligence,career_identity,professional_direction,I want work that aligns with my talents,false,1,deep,15-60
career_intelligence,career_identity,professional_direction,I feel unsure about what I am naturally good at,true,1,deep,15-60
career_intelligence,career_identity,professional_direction,I explore fields related to my interests,false,1,deep,15-60
career_intelligence,career_identity,professional_direction,I choose career paths mainly because others expect it,true,1,deep,15-60
career_intelligence,career_identity,professional_direction,I want a career that challenges my abilities,false,1,deep,15-60
career_intelligence,career_identity,professional_direction,I feel lost when imagining my future profession,true,1,deep,15-60
career_intelligence,career_identity,professional_direction,I try to understand what type of work suits me,false,1,deep,15-60
career_intelligence,career_identity,professional_direction,I feel pressured to choose careers I don't enjoy,true,1,deep,15-60
technology_mindset,innovation_attitude,future_technology,I feel excited about technological progress,false,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I believe technology makes life unnecessarily complex,true,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I enjoy learning how emerging technologies work,false,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I feel uncomfortable when technology changes rapidly,true,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I follow trends in technology and innovation,false,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I prefer ignoring technological developments,true,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I enjoy understanding how AI tools function,false,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I avoid using new digital platforms,true,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I believe digital skills are necessary for success,false,1,rapid,15-60
technology_mindset,innovation_attitude,future_technology,I think technology will reduce human creativity,true,1,rapid,15-60
social_behavior,collaboration,team_dynamics,I enjoy working collaboratively with others,false,1,deep,18-60
social_behavior,collaboration,team_dynamics,I find teamwork frustrating,true,1,deep,18-60
social_behavior,collaboration,team_dynamics,I contribute ideas when working in groups,false,1,deep,18-60
social_behavior,collaboration,team_dynamics,I prefer avoiding team discussions,true,1,deep,18-60
social_behavior,collaboration,team_dynamics,I respect the opinions of team members,false,1,deep,18-60
social_behavior,collaboration,team_dynamics,I dismiss ideas that differ from mine,true,1,deep,18-60
social_behavior,collaboration,team_dynamics,I help maintain harmony within teams,false,1,deep,18-60
social_behavior,collaboration,team_dynamics,I struggle to cooperate with others,true,1,deep,18-60
social_behavior,collaboration,team_dynamics,I support group goals over personal credit,false,1,deep,18-60
social_behavior,collaboration,team_dynamics,I focus only on my own contribution,true,1,deep,18-60
leadership_potential,vision,strategic_thinking,I think about long-term possibilities for projects,false,1,deep,18-60
leadership_potential,vision,strategic_thinking,I rarely consider future implications,true,1,deep,18-60
leadership_potential,vision,strategic_thinking,I encourage others to think about bigger goals,false,1,deep,18-60
leadership_potential,vision,strategic_thinking,I avoid discussing long-term strategies,true,1,deep,18-60
leadership_potential,vision,strategic_thinking,I enjoy planning future initiatives,false,1,deep,18-60
leadership_potential,vision,strategic_thinking,I struggle to see the bigger picture,true,1,deep,18-60
leadership_potential,vision,strategic_thinking,I guide teams toward meaningful objectives,false,1,deep,18-60
leadership_potential,vision,strategic_thinking,I focus only on immediate tasks,true,1,deep,18-60
leadership_potential,vision,strategic_thinking,I inspire others with future ideas,false,1,deep,18-60
leadership_potential,vision,strategic_thinking,I hesitate to discuss long-term visions,true,1,deep,18-60
creativity_innovation,curiosity,idea_exploration,I enjoy exploring ideas from different disciplines,false,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I feel uncomfortable exploring unfamiliar ideas,true,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I question assumptions to discover new insights,false,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I accept ideas without questioning them,true,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I feel inspired by unusual perspectives,false,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I avoid exploring unfamiliar viewpoints,true,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I enjoy learning ideas outside my field,false,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I resist exploring unconventional topics,true,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I experiment with different creative approaches,false,1,deep,15-60
creativity_innovation,curiosity,idea_exploration,I rarely experiment with ideas,true,1,deep,15-60
life_values,meaning,life_reflection,I think about what gives meaning to my life,false,1,deep,18-60
life_values,meaning,life_reflection,I rarely reflect on life's deeper meaning,true,1,deep,18-60
life_values,meaning,life_reflection,I want my actions to align with my values,false,1,deep,18-60
life_values,meaning,life_reflection,I compromise my values easily,true,1,deep,18-60
life_values,meaning,life_reflection,I reflect on whether my life direction feels fulfilling,false,1,deep,18-60
life_values,meaning,life_reflection,I avoid thinking about purpose,true,1,deep,18-60
life_values,meaning,life_reflection,I want to live a life that feels meaningful,false,1,deep,18-60
life_values,meaning,life_reflection,I feel uncertain about what matters most,true,1,deep,18-60
life_values,meaning,life_reflection,I try to align decisions with my core values,false,1,deep,18-60
life_values,meaning,life_reflection,I rarely evaluate whether my life reflects my beliefs,true,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I pay attention to the thoughts that run through my mind,false,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I rarely notice the thoughts that influence my emotions,true,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I try to understand the beliefs behind my decisions,false,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I avoid thinking about my deeper motivations,true,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I examine how my mindset affects my behavior,false,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I rarely question the way I think,true,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I observe how my thoughts influence my emotions,false,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I struggle to identify why I think the way I do,true,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I consider how my attitudes impact my relationships,false,1,deep,18-60
psychology_self_awareness,reflection,inner_dialogue,I ignore patterns in my thinking,true,1,deep,18-60
personality_confidence,self_trust,personal_strengths,I trust my ability to solve unfamiliar problems,false,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I feel unsure about my capabilities,true,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I believe my skills improve with experience,false,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I avoid difficult tasks because I may fail,true,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I feel confident learning complex subjects,false,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I doubt my intelligence in challenging situations,true,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I trust my judgment when making decisions,false,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I feel insecure about my abilities,true,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I believe I can adapt to new environments,false,1,rapid,18-60
personality_confidence,self_trust,personal_strengths,I hesitate when asked to take responsibility,true,1,rapid,18-60
stress_resilience,pressure_response,mental_balance,I remain calm when unexpected events occur,false,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I panic when things don't go as planned,true,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I adapt quickly when plans change,false,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I feel overwhelmed by sudden challenges,true,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I stay focused during stressful situations,false,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I lose control of my emotions under pressure,true,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I find practical ways to reduce stress,false,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I struggle to manage pressure,true,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I recover quickly from stressful experiences,false,1,deep,18-60
stress_resilience,pressure_response,mental_balance,I remain upset for a long time after stress,true,1,deep,18-60
career_intelligence,career_curiosity,career_exploration,I enjoy learning about different professions,false,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I feel bored when thinking about career possibilities,true,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I research opportunities that match my interests,false,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I avoid exploring new career paths,true,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I think about how my talents could shape my career,false,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I feel indifferent about career planning,true,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I like discovering fields related to my passions,false,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I choose career options randomly,true,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I reflect on which professions suit my personality,false,1,deep,15-60
career_intelligence,career_curiosity,career_exploration,I rarely think about future job possibilities,true,1,deep,15-60
technology_mindset,digital_curiosity,tech_learning,I like understanding how digital systems work,false,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I feel intimidated by learning new digital tools,true,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I explore software that improves productivity,false,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I avoid learning technical skills,true,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I enjoy experimenting with online tools,false,1,rapid,15-60
